Result Log
Number of Runs: Number of Evaluations per Run: 10000
Population Size: 125
maxDepth: 6
Initial Survival Strat:Comma
Result Log
Run #: 1
100	-3.2015804675330657E35	-279.0984550722	58	1
200	-1.2417850865217446E58	-279.0984550722	33	1
300	-4.093270849382587E53	-279.0984550722	20	1
400	-1.2417850865217446E58	-279.0984550722	27	1
500	-2.2835314379493064E65	-279.0984550722	29	1
600	-2.4709570371171376E59	-279.0984550722	25	1
700	-266.21559519636696	-234.96882247926413	47	0
800	-249.8669573294622	-217.57589088931184	68	0
900	-244.53688238239104	-216.8590827426452	62	0
1000	-223.29719327470707	-216.84954765712587	23	1
1100	-228.24925738149142	-214.82838046377196	31	0
1200	-367.41607536433577	-216.29541172351168	72	0
1300	-240.8004625991962	-216.27125174677212	71	0
1400	-242.6462732030535	-216.23064989705173	45	0
1500	-8.550096976004765E23	-204.26010271573483	71	0
1600	-225.24721150145155	-216.23004053993535	18	1
1700	-256.5121182263621	-216.22872487713468	69	0
1800	-7.699438520530122E46	-216.22872487713468	73	0
1900	-8.550096976004882E23	-216.22872487713468	82	0
2000	-210.4166240976812	-197.40323202298532	107	0
2100	-7.450710519130467E58	-184.83991955277037	107	0
2200	-4.9671403460869786E58	-181.9188435815272	93	0
2300	-4.9671403460869786E58	-180.39387965069477	94	0
2400	-4.9671403460869786E58	-179.31450741377904	90	0
2500	-2.13850355650757E74	-179.29911088629723	62	0
2600	-1.2423574800668828E31	-177.00362118027314	78	0
2700	-5.130058185602858E24	-176.57603332259862	81	0
2800	-1.5226031784132939E38	-176.4799484848814	73	0
2900	-2.565029092801429E24	-176.45025029260958	81	0
3000	-5.985067883203335E24	-176.3863096552341	66	0
3100	-3947.7018649377032	-176.3863096552341	49	0
3200	-1.4103294534417771E21	-176.35313215072156	60	0
3300	-2.4680765435231097E21	-176.27722720149129	65	0
3400	-4.2750484880023825E24	-176.2656312225053	59	0
3500	-9.57886971208758E28	-176.26314425641627	61	0
3600	-7.44663216257778E73	-176.1833245452384	61	0
3700	-991.4261044838383	-176.1783201723923	71	0
3800	-786.6712363341442	-176.1764169660124	57	0
3900	-7.278550189105351E27	-176.17268118270562	49	0
4000	-4.2750484880023825E24	-176.1709886553697	59	0
4100	-5.985067883203335E24	-176.1709886553697	61	0
4200	-470.00312038926387	-176.1709886553697	63	0
4300	-4.2750484880023825E24	-175.9129839084195	61	0
4400	-6.640459614845506E31	-175.9129839084195	71	0
4500	-3.794548351340289E31	-175.62414922626039	79	0
4600	-430.88632454869906	-175.62227372448888	66	0
4700	-1.6735522215702517E31	-174.61904305479038	76	0
4800	-556.6711119779408	-174.58600364457286	74	0
4900	-775.6873927523179	-173.89535456779018	61	0
5000	-4.3526437696850516E30	-172.689938592922	77	0
5100	-2.1763218846662344E30	-172.34387768051369	83	0
5200	-2.2743331503455448E34	-171.3710495815524	86	0
5300	-1.9900415065523515E34	-171.35251155945446	64	0
5400	-1.7057498627591586E34	-169.52717211175127	58	0
5500	-1.1371665751727726E34	-169.37007584058284	81	0
5600	-1.9998456650939752E52	-169.09399616666286	74	0
5700	-8.656844030068964E27	-167.99988070660277	90	0
5800	-1962754.647793776	-165.05025086768362	83	0
5900	-2.1059472614780484E14	-164.7942916619323	91	0
6000	-2.565029092801429E24	-164.5163384727345	93	0
6100	-535440.0286887495	-164.41402699844198	83	0
6200	-6.840077580803812E24	-163.9029152124575	77	0
6300	-4.2750484880023825E24	-162.9415508869241	100	0
6400	-1.036470683607256E50	-162.9415508869241	68	0
6500	-5.18235341803628E49	-162.45226466490178	85	0
6600	-1.036470683607256E50	-161.71297228309348	80	0
6700	-8.637255696727134E49	-161.29274950804503	83	0
6800	-8.637255696727134E49	-160.5135535360327	84	0
6900	-1.7274511393454268E49	-159.8358399232195	94	0
7000	-508763.0935301847	-159.38898802399933	85	0
7100	-712168.6328714272	-158.42022011234866	84	0
7200	-407026.7975417496	-157.84523543812412	89	0
7300	-5.130058185602858E24	-157.71248217261413	66	0
7400	-3.82158178026541E25	-157.71248217261413	62	0
7500	-2.8661863351990576E25	-157.65658520284612	66	0
7600	-2.8661863351990576E25	-157.65658520284612	73	0
7700	-5.938232148605577E40	-157.6199912123569	60	0
7800	-5.938232148586565E40	-157.6199912123569	63	0
